venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente
VTA-00058,2022-09-24,2022,9,Q3,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21700000,2,434000,21266000,226214,21492214,15800000,5466000,25.7,5556485,Sofía Herrera,Sur,Senior,733677,Cuotas 36x,Referido,0,0,1,16,0,2
VTA-00948,2022-09-24,2022,9,Q3,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7950000,1,79500,7870500,0,7870500,5900000,1970500,25.0,1970500,Joaquín Torres,Sur,Semi-Senior,214865,Contado,Referido,1,1300000,0,2,1,5
VTA-01304,2022-09-25,2022,9,Q3,Honda Civic,Honda,Sedán,Premium,16000000,15200000,2,304000,14896000,0,14896000,11400000,3496000,23.5,3496000,Martín López,Oeste,Junior,297920,Leasing,Web,1,3650000,0,23,1,5
VTA-03009,2022-09-25,2022,9,Q3,BMW Serie 3,BMW,Sedán,Luxury,48000000,49100000,3,1473000,47627000,87484,47714484,33600000,14027000,29.5,14061993,Lucía Fernández,Norte,Semi-Senior,1250209,Cuotas 12x,Showroom,0,0,1,90,0,4
VTA-03446,2022-09-25,2022,9,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9700000,1,97000,9603000,313046,9916046,6900000,2703000,28.1,2828218,Martín López,Oeste,Junior,192060,Cuotas 12x,WhatsApp,0,0,2,2,1,4
VTA-03962,2022-09-26,2022,9,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9600000,0,0,9600000,419116,10019116,6900000,2700000,28.1,2867646,Diego Romero,Centro,Junior,211200,Cuotas 24x,WhatsApp,0,0,3,1,1,3
VTA-00548,2022-09-26,2022,9,Q3,Ford Ranger,Ford,Pickup,Premium,24000000,23600000,2,472000,23128000,144501,23272501,17200000,5928000,25.6,5985800,Carlos Méndez,Norte,Senior,744722,Cuotas 36x,Showroom,0,0,1,6,1,5
VTA-03736,2022-09-27,2022,9,Q3,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,1,34500,3415500,279888,3695388,2600000,815500,23.9,927455,Valentina Cruz,Este,Senior,121763,Leasing,Web,1,950000,2,15,1,3
VTA-02975,2022-09-27,2022,9,Q3,Ford Ka,Ford,Hatchback,Económico,4000000,4050000,5,202500,3847500,0,3847500,2950000,897500,23.3,897500,Paula Gómez,Centro,Senior,128314,Contado,Instagram,0,0,0,4,0,3
VTA-01745,2022-09-27,2022,9,Q3,Toyota Hilux,Toyota,Pickup,Premium,28000000,27250000,2,545000,26705000,0,26705000,19800000,6905000,25.9,6905000,Lucía Fernández,Norte,Semi-Senior,701006,Contado,Web,1,4700000,0,1,1,4
VTA-01450,2022-09-28,2022,9,Q3,Jeep Compass,Jeep,SUV,Luxury,25000000,24450000,3,733500,23716500,352492,24068992,17800000,5916500,24.9,6057496,Diego Romero,Centro,Junior,521763,Leasing,Referido,1,10650000,3,16,1,4
VTA-00284,2022-09-28,2022,9,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9000000,4,360000,8640000,0,8640000,6900000,1740000,20.1,1740000,Paula Gómez,Centro,Senior,288144,Contado,WhatsApp,0,0,0,4,1,4
VTA-00309,2022-09-28,2022,9,Q3,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12750000,1,127500,12622500,0,12622500,9000000,3622500,28.7,3622500,Carlos Méndez,Norte,Senior,406444,Contado,WhatsApp,1,4050000,0,9,1,4
VTA-02500,2022-09-29,2022,9,Q3,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,1,34500,3415500,776068,4191568,2600000,815500,23.9,1125927,Diego Romero,Centro,Junior,75141,Cuotas 36x,Referido,1,1450000,3,1,1,5
VTA-01309,2022-09-29,2022,9,Q3,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12400000,2,248000,12152000,399207,12551207,9000000,3152000,25.9,3311682,Paula Gómez,Centro,Senior,405269,Cuotas 12x,Instagram,0,0,2,5,1,4
VTA-00979,2022-09-30,2022,9,Q3,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,53700000,0,0,53700000,340455,54040455,36400000,17300000,32.2,17436182,Valentina Cruz,Este,Senior,1914405,Cuotas 24x,Web,1,23000000,2,90,0,4
VTA-01474,2022-09-30,2022,9,Q3,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,0,0,3350000,115823,3465823,2600000,750000,22.4,796329,Joaquín Torres,Sur,Semi-Senior,91455,Contado,Referido,0,0,1,12,1,4
VTA-03816,2022-09-30,2022,9,Q3,Toyota Hilux,Toyota,Pickup,Premium,28000000,26900000,0,0,26900000,199010,27099010,19800000,7100000,26.4,7179604,Sofía Herrera,Sur,Senior,928050,Cuotas 12x,Web,0,0,1,16,1,4
VTA-01466,2022-09-30,2022,9,Q3,BMW Serie 3,BMW,Sedán,Luxury,48000000,48700000,5,2435000,46265000,626589,46891589,33600000,12665000,27.4,12915635,Sofía Herrera,Sur,Senior,1596142,Cuotas 24x,Showroom,0,0,3,4,1,5
VTA-03033,2022-09-30,2022,9,Q3,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7400000,4,296000,7104000,0,7104000,5600000,1504000,21.2,1504000,Joaquín Torres,Sur,Semi-Senior,193939,Contado,Showroom,1,1450000,0,12,0,4
VTA-03157,2022-09-30,2022,9,Q3,Honda HR-V,Honda,SUV,Premium,15500000,14850000,0,0,14850000,527271,15377271,11000000,3850000,25.9,4060908,Carlos Méndez,Norte,Senior,478170,Cuotas 24x,Referido,1,4750000,3,1,1,4
VTA-01918,2022-10-01,2022,10,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,26900000,2,538000,26362000,327887,26689887,19800000,6562000,24.9,6693154,Valentina Cruz,Este,Senior,939805,Cuotas 24x,Referido,1,4700000,2,1,1,4
VTA-00846,2022-10-01,2022,10,Q4,Honda HR-V,Honda,SUV,Premium,15500000,16000000,0,0,16000000,128796,16128796,11000000,5000000,31.2,5051518,Diego Romero,Centro,Junior,352000,Cuotas 12x,Showroom,0,0,1,20,1,5
VTA-01190,2022-10-01,2022,10,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16550000,0,0,16550000,0,16550000,11400000,5150000,31.1,5150000,Diego Romero,Centro,Junior,364100,Contado,Showroom,1,5000000,0,6,1,4
VTA-00665,2022-10-01,2022,10,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25300000,4,1012000,24288000,0,24288000,17800000,6488000,26.7,6488000,Martín López,Oeste,Junior,485760,Contado,Referido,1,4750000,0,17,1,4
VTA-01835,2022-10-01,2022,10,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,28450000,2,569000,27881000,293602,28174602,19800000,8081000,29.0,8198440,Paula Gómez,Centro,Senior,929831,Cuotas 36x,Web,0,0,2,19,1,1
VTA-03452,2022-10-01,2022,10,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10150000,0,0,10150000,480348,10630348,7600000,2550000,25.1,2742139,Lucía Fernández,Norte,Semi-Senior,266438,Cuotas 24x,Showroom,0,0,2,15,0,4
VTA-03234,2022-10-02,2022,10,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,18000000,0,0,18000000,379935,18379935,12500000,5500000,30.6,5651974,Martín López,Oeste,Junior,360000,Contado,WhatsApp,1,4100000,2,2,1,4
VTA-00559,2022-10-02,2022,10,Q4,Honda HR-V,Honda,SUV,Premium,15500000,14700000,0,0,14700000,573553,15273553,11000000,3700000,25.2,3929421,Lucía Fernández,Norte,Semi-Senior,385875,Cuotas 36x,Web,0,0,3,34,1,4
VTA-00488,2022-10-02,2022,10,Q4,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7350000,1,73500,7276500,180585,7457085,5600000,1676500,23.0,1748734,Diego Romero,Centro,Junior,160083,Cuotas 36x,Web,0,0,1,3,1,4
VTA-02981,2022-10-02,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,49900000,0,0,49900000,0,49900000,36400000,13500000,27.1,13500000,Diego Romero,Centro,Junior,1097800,Plan de ahorro,Web,0,0,0,13,1,4
VTA-00708,2022-10-03,2022,10,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4350000,0,0,4350000,0,4350000,3100000,1250000,28.7,1250000,Joaquín Torres,Sur,Semi-Senior,118755,Contado,Llamada entrante,1,1200000,0,1,1,4
VTA-02800,2022-10-03,2022,10,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15500000,3,465000,15035000,0,15035000,11400000,3635000,24.2,3635000,Sofía Herrera,Sur,Senior,518707,Leasing,Showroom,0,0,0,31,1,4
VTA-00666,2022-10-03,2022,10,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3300000,1,33000,3267000,218068,3485068,2600000,667000,20.4,754227,Valentina Cruz,Este,Senior,116469,Contado,Referido,1,1050000,1,1,1,5
VTA-03550,2022-10-03,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,49800000,1,498000,49302000,188960,49490960,36400000,12902000,26.2,12977584,Diego Romero,Centro,Junior,1084644,Contado,Web,0,0,1,1,1,4
VTA-00408,2022-10-03,2022,10,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,24050000,2,481000,23569000,0,23569000,17200000,6369000,27.0,6369000,Carlos Méndez,Norte,Senior,758922,Cuotas 36x,Web,0,0,0,3,1,4
VTA-03060,2022-10-04,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7850000,0,0,7850000,455423,8305423,5900000,1950000,24.8,2132169,Lucía Fernández,Norte,Semi-Senior,206062,Leasing,Showroom,0,0,2,3,1,4
VTA-01765,2022-10-04,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8200000,1,82000,8118000,120705,8238705,5900000,2218000,27.3,2266282,Joaquín Torres,Sur,Semi-Senior,221621,Cuotas 36x,Instagram,1,2200000,1,2,1,5
VTA-02838,2022-10-04,2022,10,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4000000,0,0,4000000,326599,4326599,3100000,900000,22.5,1030639,Paula Gómez,Centro,Senior,133400,Cuotas 24x,Web,0,0,2,6,1,5
VTA-03986,2022-10-04,2022,10,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,0,0,3450000,272213,3722213,2600000,850000,24.6,958885,Valentina Cruz,Este,Senior,122992,Cuotas 24x,Web,1,1400000,1,1,0,4
VTA-02767,2022-10-04,2022,10,Q4,Honda HR-V,Honda,SUV,Premium,15500000,14900000,0,0,14900000,154599,15054599,11000000,3900000,26.2,3961839,Lucía Fernández,Norte,Semi-Senior,391125,Cuotas 12x,Showroom,0,0,1,15,1,5
VTA-01679,2022-10-04,2022,10,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22650000,1,226500,22423500,354483,22777983,16500000,5923500,26.4,6065293,Carlos Méndez,Norte,Senior,722037,Contado,Showroom,0,0,2,15,1,5
VTA-01978,2022-10-04,2022,10,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,46350000,2,927000,45423000,0,45423000,33600000,11823000,26.0,11823000,Diego Romero,Centro,Junior,999306,Cuotas 24x,WhatsApp,1,15250000,0,10,1,4
VTA-01953,2022-10-04,2022,10,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25000000,2,500000,24500000,192450,24692450,17800000,6700000,27.3,6776980,Diego Romero,Centro,Junior,539000,Cuotas 24x,WhatsApp,0,0,1,36,1,4
VTA-03552,2022-10-04,2022,10,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5750000,3,172500,5577500,0,5577500,4200000,1377500,24.7,1377500,Valentina Cruz,Este,Senior,198838,Contado,Web,0,0,0,1,1,3
VTA-01813,2022-10-05,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8400000,0,0,8400000,387609,8787609,5900000,2500000,29.8,2655043,Lucía Fernández,Norte,Semi-Senior,220500,Cuotas 12x,WhatsApp,1,2550000,2,10,0,4
VTA-00283,2022-10-05,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22850000,3,685500,22164500,0,22164500,15800000,6364500,28.7,6364500,Joaquín Torres,Sur,Semi-Senior,605091,Cuotas 36x,Showroom,0,0,0,15,1,4
VTA-03237,2022-10-06,2022,10,Q4,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7550000,2,151000,7399000,58173,7457173,5600000,1799000,24.3,1822269,Sofía Herrera,Sur,Senior,255265,Plan de ahorro,Web,0,0,1,1,0,4
VTA-01885,2022-10-07,2022,10,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14850000,0,0,14850000,0,14850000,10200000,4650000,31.3,4650000,Valentina Cruz,Este,Senior,529402,Cuotas 12x,Web,0,0,0,24,1,4
VTA-02798,2022-10-07,2022,10,Q4,Ford Territory,Ford,SUV,Premium,18000000,17250000,0,0,17250000,225118,17475118,12900000,4350000,25.2,4440047,Paula Gómez,Centro,Senior,575288,Cuotas 12x,Referido,0,0,3,9,0,3
VTA-03139,2022-10-07,2022,10,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15150000,0,0,15150000,205667,15355667,11000000,4150000,27.4,4232266,Sofía Herrera,Sur,Senior,522675,Cuotas 12x,Referido,0,0,2,1,1,4
VTA-02954,2022-10-07,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21800000,4,872000,20928000,0,20928000,15800000,5128000,24.5,5128000,Valentina Cruz,Este,Senior,746083,Contado,Showroom,0,0,0,16,1,4
VTA-00162,2022-10-07,2022,10,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12650000,4,506000,12144000,129846,12273846,9000000,3144000,25.9,3195938,Valentina Cruz,Este,Senior,432934,Cuotas 12x,Referido,0,0,1,9,0,4
VTA-01626,2022-10-07,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22150000,1,221500,21928500,55617,21984117,15800000,6128500,27.9,6150746,Carlos Méndez,Norte,Senior,706098,Cuotas 12x,Showroom,0,0,1,4,1,4
VTA-02445,2022-10-07,2022,10,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,41850000,2,837000,41013000,128062,41141062,29500000,11513000,28.1,11564224,Lucía Fernández,Norte,Semi-Senior,1076591,Cuotas 12x,Referido,0,0,1,31,1,5
VTA-03003,2022-10-08,2022,10,Q4,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,0,0,4800000,0,4800000,3500000,1300000,27.1,1300000,Lucía Fernández,Norte,Semi-Senior,126000,Cuotas 36x,Web,0,0,0,1,1,4
VTA-03672,2022-10-08,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22300000,2,446000,21854000,0,21854000,15800000,6054000,27.7,6054000,Lucía Fernández,Norte,Semi-Senior,573668,Contado,Web,1,4550000,0,54,1,4
VTA-02923,2022-10-08,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8250000,1,82500,8167500,0,8167500,5900000,2267500,27.8,2267500,Martín López,Oeste,Junior,163350,Cuotas 36x,Referido,0,0,0,3,1,4
VTA-03463,2022-10-08,2022,10,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12400000,4,496000,11904000,109043,12013043,9000000,2904000,24.4,2947617,Martín López,Oeste,Junior,238080,Cuotas 24x,Referido,1,4450000,1,1,0,5
VTA-03336,2022-10-09,2022,10,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8650000,0,0,8650000,351375,9001375,6100000,2550000,29.5,2690550,Sofía Herrera,Sur,Senior,298425,Contado,Showroom,0,0,2,46,0,4
VTA-00103,2022-10-09,2022,10,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,17850000,2,357000,17493000,624060,18117060,12500000,4993000,28.5,5242624,Joaquín Torres,Sur,Semi-Senior,477559,Cuotas 24x,Web,0,0,3,2,1,3
VTA-03182,2022-10-09,2022,10,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22600000,2,452000,22148000,269235,22417235,16500000,5648000,25.5,5755694,Sofía Herrera,Sur,Senior,764106,Cuotas 12x,Web,0,0,1,16,1,4
VTA-01810,2022-10-09,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7950000,0,0,7950000,486062,8436062,5900000,2050000,25.8,2244424,Lucía Fernández,Norte,Semi-Senior,208688,Cuotas 24x,Referido,0,0,3,5,1,4
VTA-03571,2022-10-09,2022,10,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16050000,4,642000,15408000,0,15408000,11400000,4008000,26.0,4008000,Sofía Herrera,Sur,Senior,531576,Leasing,Instagram,1,3800000,0,7,1,2
VTA-02928,2022-10-10,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11600000,1,116000,11484000,297310,11781310,8200000,3284000,28.6,3402924,Lucía Fernández,Norte,Semi-Senior,301455,Cuotas 36x,Referido,0,0,1,1,0,5
VTA-00234,2022-10-10,2022,10,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8350000,2,167000,8183000,132992,8315992,5900000,2283000,27.9,2336196,Joaquín Torres,Sur,Semi-Senior,223396,Contado,Showroom,0,0,1,25,1,5
VTA-02961,2022-10-10,2022,10,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,39650000,0,0,39650000,0,39650000,29500000,10150000,25.6,10150000,Joaquín Torres,Sur,Semi-Senior,1082445,Cuotas 12x,Showroom,1,7200000,0,14,1,5
VTA-00434,2022-10-10,2022,10,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11400000,3,342000,11058000,232488,11290488,7900000,3158000,28.6,3250995,Sofía Herrera,Sur,Senior,381501,Cuotas 12x,Referido,0,0,1,11,1,5
VTA-00255,2022-10-10,2022,10,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,48300000,1,483000,47817000,252957,48069957,33600000,14217000,29.7,14318182,Valentina Cruz,Este,Senior,1704676,Contado,Referido,0,0,1,22,1,4
VTA-01220,2022-10-11,2022,10,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4100000,0,0,4100000,214784,4314784,3100000,1000000,24.4,1085913,Diego Romero,Centro,Junior,90200,Cuotas 36x,Showroom,0,0,1,5,1,4
VTA-00432,2022-10-11,2022,10,Q4,Ford Territory,Ford,SUV,Premium,18000000,16950000,4,678000,16272000,0,16272000,12900000,3372000,20.7,3372000,Sofía Herrera,Sur,Senior,561384,Contado,Referido,0,0,0,8,1,4
VTA-01180,2022-10-11,2022,10,Q4,Ford Territory,Ford,SUV,Premium,18000000,17000000,2,340000,16660000,207448,16867448,12900000,3760000,22.6,3842979,Joaquín Torres,Sur,Semi-Senior,454818,Cuotas 24x,Web,1,4500000,1,3,1,5
VTA-02940,2022-10-11,2022,10,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9100000,0,0,9100000,717902,9817902,6900000,2200000,24.2,2487160,Valentina Cruz,Este,Senior,324415,Cuotas 12x,Showroom,0,0,3,14,1,5
VTA-01034,2022-10-11,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,10900000,1,109000,10791000,352107,11143107,8200000,2591000,24.0,2731842,Martín López,Oeste,Junior,215820,Cuotas 12x,Showroom,1,2400000,2,2,0,4
VTA-03796,2022-10-12,2022,10,Q4,Renault Sandero,Renault,Hatchback,Económico,4800000,4700000,2,94000,4606000,335907,4941907,3500000,1106000,24.0,1240362,Sofía Herrera,Sur,Senior,158907,Cuotas 12x,Web,1,1250000,2,4,1,4
VTA-00638,2022-10-12,2022,10,Q4,Ford Territory,Ford,SUV,Premium,18000000,18350000,0,0,18350000,97497,18447497,12900000,5450000,29.7,5488998,Valentina Cruz,Este,Senior,654178,Plan de ahorro,Instagram,0,0,1,6,1,4
VTA-02291,2022-10-12,2022,10,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10350000,0,0,10350000,150931,10500931,7600000,2750000,26.6,2810372,Martín López,Oeste,Junior,207000,Plan de ahorro,Referido,0,0,1,7,1,5
VTA-00167,2022-10-12,2022,10,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14100000,1,141000,13959000,692010,14651010,10200000,3759000,26.9,4035804,Diego Romero,Centro,Junior,307098,Cuotas 36x,Referido,0,0,3,1,0,3
VTA-01401,2022-10-12,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11650000,2,233000,11417000,105161,11522161,8200000,3217000,28.2,3259064,Sofía Herrera,Sur,Senior,393886,Leasing,Instagram,1,4800000,1,5,1,5
VTA-01886,2022-10-13,2022,10,Q4,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,0,0,4800000,0,4800000,3500000,1300000,27.1,1300000,Diego Romero,Centro,Junior,105600,Contado,Web,0,0,0,2,0,5
VTA-02718,2022-10-13,2022,10,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9700000,1,97000,9603000,0,9603000,6900000,2703000,28.1,2703000,Diego Romero,Centro,Junior,211266,Contado,Showroom,1,3900000,0,1,1,4
VTA-03024,2022-10-13,2022,10,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10750000,3,322500,10427500,0,10427500,7600000,2827500,27.1,2827500,Joaquín Torres,Sur,Semi-Senior,284671,Contado,Llamada entrante,1,4650000,0,13,1,4
VTA-03689,2022-10-13,2022,10,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,9950000,2,199000,9751000,0,9751000,7600000,2151000,22.1,2151000,Lucía Fernández,Norte,Semi-Senior,255964,Contado,Web,1,3150000,0,26,1,4
VTA-00338,2022-10-13,2022,10,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,24800000,0,0,24800000,0,24800000,17800000,7000000,28.2,7000000,Lucía Fernández,Norte,Semi-Senior,651000,Contado,Showroom,0,0,0,26,0,2
VTA-00603,2022-10-13,2022,10,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,41150000,0,0,41150000,184548,41334548,29500000,11650000,28.3,11723819,Carlos Méndez,Norte,Senior,1325030,Contado,Web,1,10900000,2,29,1,4
VTA-02461,2022-10-13,2022,10,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10550000,1,105500,10444500,0,10444500,7900000,2544500,24.4,2544500,Paula Gómez,Centro,Senior,348324,Cuotas 24x,Referido,0,0,0,1,1,5
VTA-02834,2022-10-14,2022,10,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9600000,3,288000,9312000,0,9312000,6900000,2412000,25.9,2412000,Lucía Fernández,Norte,Semi-Senior,244440,Cuotas 12x,Referido,0,0,0,1,0,4
VTA-01976,2022-10-14,2022,10,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12400000,0,0,12400000,0,12400000,9000000,3400000,27.4,3400000,Sofía Herrera,Sur,Senior,427800,Contado,WhatsApp,0,0,0,1,1,4
VTA-02645,2022-10-14,2022,10,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,24700000,1,247000,24453000,282467,24735467,17200000,7253000,29.7,7365986,Paula Gómez,Centro,Senior,815508,Cuotas 24x,Referido,1,9400000,1,9,1,4
VTA-01763,2022-10-14,2022,10,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10700000,0,0,10700000,83485,10783485,7900000,2800000,26.2,2833394,Valentina Cruz,Este,Senior,381455,Cuotas 12x,Showroom,0,0,1,5,1,5
VTA-01735,2022-10-14,2022,10,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22800000,1,228000,22572000,273946,22845946,16500000,6072000,26.9,6181578,Lucía Fernández,Norte,Semi-Senior,592515,Cuotas 24x,Web,0,0,2,9,1,3
VTA-00433,2022-10-15,2022,10,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9400000,1,94000,9306000,0,9306000,6900000,2406000,25.9,2406000,Carlos Méndez,Norte,Senior,299653,Cuotas 12x,Showroom,0,0,0,9,0,4
VTA-01326,2022-10-18,2022,10,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,47900000,2,958000,46942000,0,46942000,33600000,13342000,28.4,13342000,Lucía Fernández,Norte,Semi-Senior,1232228,Contado,Instagram,0,0,0,18,1,3
VTA-01665,2022-10-18,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22400000,0,0,22400000,0,22400000,15800000,6600000,29.5,6600000,Lucía Fernández,Norte,Semi-Senior,588000,Cuotas 12x,Referido,1,8250000,0,29,1,3
VTA-03153,2022-10-18,2022,10,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15050000,0,0,15050000,77514,15127514,11400000,3650000,24.3,3681005,Paula Gómez,Centro,Senior,501917,Contado,Llamada entrante,0,0,1,31,1,5
VTA-01883,2022-10-18,2022,10,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,41550000,0,0,41550000,0,41550000,29500000,12050000,29.0,12050000,Sofía Herrera,Sur,Senior,1433475,Leasing,Referido,0,0,0,2,0,4
VTA-02793,2022-10-19,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,51950000,0,0,51950000,0,51950000,36400000,15550000,29.9,15550000,Lucía Fernández,Norte,Semi-Senior,1363688,Plan de ahorro,WhatsApp,1,11550000,0,14,0,4
VTA-01307,2022-10-20,2022,10,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,23400000,4,936000,22464000,0,22464000,17200000,5264000,23.4,5264000,Carlos Méndez,Norte,Senior,723341,Contado,Llamada entrante,0,0,0,1,1,5
VTA-00746,2022-10-20,2022,10,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11950000,0,0,11950000,140027,12090027,9000000,2950000,24.7,3006010,Sofía Herrera,Sur,Senior,412275,Cuotas 12x,Web,0,0,1,1,1,4
VTA-02777,2022-10-20,2022,10,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15050000,0,0,15050000,164152,15214152,11000000,4050000,26.9,4115660,Carlos Méndez,Norte,Senior,484610,Cuotas 24x,Web,0,0,1,24,1,4
VTA-00239,2022-10-20,2022,10,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21800000,0,0,21800000,0,21800000,16500000,5300000,24.3,5300000,Valentina Cruz,Este,Senior,777170,Cuotas 12x,Web,1,6700000,0,1,1,5
VTA-00461,2022-10-21,2022,10,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16050000,0,0,16050000,257599,16307599,11400000,4650000,29.0,4753039,Diego Romero,Centro,Junior,353100,Contado,Referido,0,0,1,12,1,5
VTA-02342,2022-10-21,2022,10,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11150000,0,0,11150000,0,11150000,7900000,3250000,29.1,3250000,Paula Gómez,Centro,Senior,371852,Plan de ahorro,Showroom,1,2300000,0,9,1,5
VTA-01866,2022-10-21,2022,10,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9000000,2,180000,8820000,508372,9328372,6900000,1920000,21.8,2123348,Valentina Cruz,Este,Senior,314433,Contado,Web,0,0,2,5,1,4
VTA-03574,2022-10-22,2022,10,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14350000,0,0,14350000,0,14350000,10200000,4150000,28.9,4150000,Martín López,Oeste,Junior,287000,Contado,Web,1,6350000,0,2,1,3
